Wordform_GS2	Lemma_GS2	POS_GS2	Gram_GS2
заместитель	заместитель	NOUN	anim,nom,masc,sing
научно-технической	научно-технический	ADJ	gen,pos,fem,sing
комиссии	комиссия	NOUN	inan,gen,fem,sing
МАК	МАК	PROPN	anim,nom,masc,sing
Сергей	Сергей	PROPN	anim,nom,masc,sing
Зайко	Зайко	PROPN	anim,nom,masc,sing
.	.	PUNCT	
Об	о	ADP	
этом	это	PRON	inan,loc,neut,sing
корреспонденту	корреспондент	NOUN	anim,dat,masc,sing
РИА	РИА	PROPN	inan,gen,neut,sing
"	"	PUNCT	
Новости	новость	NOUN	inan,nom,fem,plur
"	"	PUNCT	
сообщил	сообщить	VERB	perf,masc,ind,sing,past,fin,act
пресс-секретарь	пресс-секретарь	NOUN	anim,nom,masc,sing
межгосударственного	межгосударственный	ADJ	gen,pos,masc,sing
авиационного	авиационный	ADJ	gen,pos,masc,sing
комитета	комитет	NOUN	inan,gen,masc,sing
/	/	PUNCT	
МАК	МАК	PROPN	anim,nom,masc,sing
/	/	PUNCT	
Олег	Олег	PROPN	anim,nom,masc,sing
Ермолов	Ермолов	PROPN	anim,nom,masc,sing
.	.	PUNCT	
Российские	российский	ADJ	nom,pos,plur
специалисты	специалист	NOUN	anim,nom,masc,plur
проведут	провести	VERB	perf,ind,plur,3,fut,fin,act
исследования	исследование	NOUN	inan,acc,neut,plur
в	в	ADP	
США	США	PROPN	inan,loc,plur
бортовой	бортовой	ADJ	gen,pos,fem,sing
системы	система	NOUN	inan,gen,fem,sing
"	"	PUNCT	
Текас	Текас	PROPN	
"	"	PUNCT	
,	,	PUNCT	
устанавливаемой	устанавливать	VERB	imp,loc,fem,sing,pres,part,pass
на	на	ADP	
самолетах	самолет	NOUN	inan,loc,masc,plur
"	"	PUNCT	
Боинг	Боинг	PROPN	inan,nom,masc,sing
"	"	PUNCT	
для	для	ADP	
предотвращения	предотвращение	NOUN	inan,gen,neut,sing
столкновений	столкновение	NOUN	inan,gen,neut,plur
в	в	ADP	
воздухе	воздух	NOUN	inan,loc,masc,sing
и	и	CCONJ	
с	с	ADP	
землей	земля	NOUN	inan,ins,fem,sing
.	.	PUNCT	
Вместе	вместе	ADV	pos
с	с	ADP	
тем	то	PRON	inan,ins,neut,sing
,	,	PUNCT	
Ермолов	Ермолов	PROPN	anim,nom,masc,sing
отметил	отметить	VERB	perf,masc,ind,sing,past,fin,act
,	,	PUNCT	
что	что	SCONJ	
работа	работа	NOUN	inan,nom,fem,sing
германской	германский	ADJ	gen,pos,fem,sing
комиссии	комиссия	NOUN	inan,gen,fem,sing
по	по	ADP	
расследованию	расследование	NOUN	inan,dat,neut,sing
причин	причина	NOUN	inan,gen,fem,plur
этого	этот	DET	gen,neut,sing
авиапроисшествия	авиапроисшествие	NOUN	inan,gen,neut,sing
ведется	вести	VERB	imp,ind,sing,3,pres,fin,pass
по	по	ADP	
плану	план	NOUN	inan,dat,masc,sing
.	.	PUNCT	
